Provincia,Region,Año,Tipo_Año,Escenario,Población_Total,Población_18_65,Tasa_Donacion_x1000,Donantes_Anuales,Donantes_OMS_Necesarios,Brecha_Donantes,Pct_Cumplimiento_OMS,Pct_Educacion_Superior,Tasa_Desempleo,Centros_Hemoterapia,Campañas_Donacion_Anuales,Casos_Dengue_Anual
Mendoza,Cuyo,2022,Histórico,historico,1975273,1247453,18.29,36128.0,59258,23130.0,60.97,17.84,6.22,3.0,28.0,3.0
Mendoza,Cuyo,2023,Histórico,historico,1996629,1260940,18.39,36718.0,59899,23181.0,61.3,18.89,7.25,3.0,33.0,302.0
Mendoza,Cuyo,2024,Histórico,historico,2023211,1277728,18.55,37531.0,60696,23165.0,61.83,18.29,6.64,3.0,36.0,14364.0
Mendoza,Cuyo,2025,Proyectado,optimista,2036433,1286078,18.9621949404762,38615.0,61093,22478.0,63.21,20.430300000000024,5.102999999999611,3.4499999999999997,63.0,11638.0
Mendoza,Cuyo,2026,Proyectado,optimista,2054893,1297736,19.49008666666666,40050.0,61647,21597.0,64.97,20.497400000000017,4.10799999999972,3.4499999999999997,70.5,14539.0
Mendoza,Cuyo,2027,Proyectado,optimista,2073354,1309395,19.49516833333332,40420.0,62201,21781.0,64.98,20.56450000000001,3.112999999999829,3.4499999999999997,78.0,17439.0
Mendoza,Cuyo,2028,Proyectado,optimista,2091815,1321054,19.59965035714285,40999.0,62754,21755.0,65.33,20.631600000000002,2.117999999999938,3.4499999999999997,85.5,20340.0
Mendoza,Cuyo,2029,Proyectado,optimista,2110276,1332712,20.046767619047618,42304.0,63308,21004.0,66.82,20.698699999999977,1.1230000000000473,3.4499999999999997,93.0,23241.0
Mendoza,Cuyo,2030,Proyectado,optimista,2128737,1344371,20.137589285714288,42868.0,63862,20994.0,67.13,20.76579999999997,1.0,3.4499999999999997,100.5,26141.0
Mendoza,Cuyo,2025,Proyectado,pesimista,2036433,1286078,18.827999940476197,38342.0,61093,22751.0,62.76,18.57300000000002,6.1235999999995325,3.0,35.699999999999996,17457.0
Mendoza,Cuyo,2026,Proyectado,pesimista,2054893,1297736,19.42262416666666,39911.0,61647,21736.0,64.74,18.634000000000015,4.929599999999664,3.0,39.949999999999996,21808.5
Mendoza,Cuyo,2027,Proyectado,pesimista,2073354,1309395,19.43340166666666,40292.0,62201,21909.0,64.78,18.695000000000007,3.7355999999997946,3.0,44.199999999999996,26158.5
Mendoza,Cuyo,2028,Proyectado,pesimista,2091815,1321054,19.53339369047619,40860.0,62754,21894.0,65.11,18.756,2.5415999999999257,3.0,48.449999999999996,30510.0
Mendoza,Cuyo,2029,Proyectado,pesimista,2110276,1332712,19.97667595238095,42156.0,63308,21152.0,66.59,18.81699999999998,1.3476000000000568,3.0,52.699999999999996,34861.5
Mendoza,Cuyo,2030,Proyectado,pesimista,2128737,1344371,20.087620952380952,42761.0,63862,21101.0,66.96,18.87799999999997,1.2,3.0,56.949999999999996,39211.5
Misiones,NEA,2025,Proyectado,base,1290708,828109,16.099420031218795,20780.0,38721,17941.0,53.66,15.088000000000193,8.321999999999662,2.0,31.0,40344.0
Misiones,NEA,2026,Proyectado,base,1302364,835587,16.455904875541126,21432.0,39071,17639.0,54.85,15.378000000000156,7.419999999999618,3.0,35.0,49846.0
Misiones,NEA,2027,Proyectado,base,1314020,843066,17.896971482683995,23517.0,39421,15904.0,59.66,15.66800000000012,6.517999999999802,3.0,39.0,59349.0
Misiones,NEA,2028,Proyectado,base,1325676,850544,18.09236571428573,23985.0,39770,15785.0,60.31,15.958000000000084,5.615999999999758,3.0,43.0,68851.0
Misiones,NEA,2029,Proyectado,base,1337332,858023,18.12661071428573,24241.0,40120,15879.0,60.42,16.248000000000047,4.713999999999714,3.0,48.0,78354.0
Misiones,NEA,2030,Proyectado,base,1348988,865501,18.12789857142858,24454.0,40470,16016.0,60.43,16.53800000000001,3.811999999999898,3.0,52.0,87857.0
Misiones,NEA,2015,Histórico,historico,1182295,758552,14.69,17368.0,35469,18101.0,48.97,13.1,10.4,1.0,13.0,217.0
Misiones,NEA,2016,Histórico,historico,1196074,767393,16.96,20285.0,35882,15597.0,56.53,13.05,10.8,1.0,19.0,233.0
Misiones,NEA,2017,Histórico,historico,1199168,769378,14.6,17508.0,35975,18467.0,48.67,12.88,10.2,1.0,19.0,448.0
Misiones,NEA,2018,Histórico,historico,1214555,779250,14.67,17818.0,36437,18619.0,48.9,13.5,9.93,1.0,15.0,316.0
Misiones,NEA,2019,Histórico,historico,1229580,788890,15.84,19477.0,36887,17410.0,52.8,13.93,9.81,1.0,20.0,572.0
Misiones,NEA,2020,Histórico,historico,1229433,788795,13.3,16351.0,36883,20532.0,44.33,13.47,13.11,1.0,9.0,5428.0
Misiones,NEA,2021,Histórico,historico,1247659,800489,12.64,15770.0,37430,21660.0,42.13,14.14,12.5,2.0,10.0,202.0
Misiones,NEA,2022,Histórico,historico,1256000,805841,16.01,20109.0,37680,17571.0,53.37,14.23,9.31,2.0,21.0,1.0
Misiones,NEA,2023,Histórico,historico,1268122,813618,14.52,18413.0,38044,19631.0,48.4,14.52,10.74,2.0,25.0,1012.0
Misiones,NEA,2024,Histórico,historico,1277482,819623,15.23,19456.0,38324,18868.0,50.77,14.73,9.48,2.0,23.0,52536.0
Misiones,NEA,2025,Proyectado,optimista,1290708,828109,16.19268562645688,20900.0,38721,17821.0,53.98,16.596800000000215,8.321999999999662,2.3,46.5,40344.0
Misiones,NEA,2026,Proyectado,optimista,1302364,835587,16.561552851731598,21569.0,39071,17502.0,55.21,16.915800000000175,7.419999999999618,3.4499999999999997,52.5,49846.0
Misiones,NEA,2027,Proyectado,optimista,1314020,843066,17.95735303030304,23596.0,39421,15825.0,59.86,17.234800000000135,6.517999999999802,3.4499999999999997,58.5,59349.0
Misiones,NEA,2028,Proyectado,optimista,1325676,850544,18.225009404761924,24160.0,39770,15610.0,60.75,17.553800000000095,5.615999999999758,3.4499999999999997,64.5,68851.0
Misiones,NEA,2029,Proyectado,optimista,1337332,858023,18.31622023809525,24495.0,40120,15625.0,61.05,17.872800000000055,4.713999999999714,3.4499999999999997,72.0,78354.0
Misiones,NEA,2030,Proyectado,optimista,1348988,865501,18.32994261904763,24727.0,40470,15743.0,61.1,18.191800000000015,3.811999999999898,3.4499999999999997,78.0,87857.0
Misiones,NEA,2025,Proyectado,pesimista,1290708,828109,15.448733511904772,19940.0,38721,18781.0,51.5,15.088000000000193,9.986399999999593,2.0,26.349999999999998,60516.0
Misiones,NEA,2026,Proyectado,pesimista,1302364,835587,16.13495771284272,21014.0,39071,18057.0,53.78,15.378000000000156,8.903999999999542,3.0,29.75,74769.0
Misiones,NEA,2027,Proyectado,pesimista,1314020,843066,16.388680589826848,21535.0,39421,17886.0,54.63,15.66800000000012,7.821599999999762,3.0,33.15,89023.5
Misiones,NEA,2028,Proyectado,pesimista,1325676,850544,17.932864345238112,23773.0,39770,15997.0,59.78,15.958000000000084,6.73919999999971,3.0,36.55,103276.5
Misiones,NEA,2029,Proyectado,pesimista,1337332,858023,18.128660714285726,24244.0,40120,15876.0,60.43,16.248000000000047,5.656799999999657,3.0,40.8,117531.0
Misiones,NEA,2030,Proyectado,pesimista,1348988,865501,18.127898571428577,24454.0,40470,16016.0,60.43,16.53800000000001,4.574399999999877,3.0,44.199999999999996,131785.5
Neuquén,Patagonia,2025,Proyectado,base,726805,468801,23.09405575396823,16785.0,21804,5019.0,76.98,22.11800000000028,5.30199999999968,4.0,18.0,435.0
Neuquén,Patagonia,2026,Proyectado,base,731226,471653,23.09936015873016,16891.0,21937,5046.0,77.0,22.570000000000277,4.765999999999849,5.0,20.0,542.0
Neuquén,Patagonia,2027,Proyectado,base,735648,474505,23.12641107142856,17013.0,22069,5056.0,77.09,23.022000000000162,4.229999999999791,5.0,23.0,648.0
Neuquén,Patagonia,2028,Proyectado,base,740069,477357,23.108845238095228,17102.0,22202,5100.0,77.03,23.474000000000046,3.69399999999996,5.0,25.0,755.0
Neuquén,Patagonia,2029,Proyectado,base,744491,480209,23.071509285714274,17177.0,22335,5158.0,76.91,23.926000000000045,3.158000000000129,5.0,28.0,861.0
Neuquén,Patagonia,2030,Proyectado,base,748912,483061,23.081501785714277,17286.0,22467,5181.0,76.94,24.37799999999993,2.622000000000071,5.0,31.0,968.0
Neuquén,Patagonia,2015,Histórico,historico,671909,433392,22.71,15259.0,20157,4898.0,75.7,19.74,6.78,2.0,8.0,1.0
Neuquén,Patagonia,2016,Histórico,historico,676893,436607,21.8,14756.0,20307,5551.0,72.67,18.74,5.94,2.0,11.0,3.0
Neuquén,Patagonia,2017,Histórico,historico,679654,438388,23.09,15693.0,20390,4697.0,76.97,19.45,7.08,2.0,9.0,3.0
Neuquén,Patagonia,2018,Histórico,historico,687917,443717,23.74,16331.0,20638,4307.0,79.13,19.81,5.68,2.0,8.0,3.0
Neuquén,Patagonia,2019,Histórico,historico,693202,447126,22.38,15514.0,20796,5282.0,74.6,19.64,5.52,3.0,9.0,4.0
Neuquén,Patagonia,2020,Histórico,historico,702839,453342,19.21,13502.0,21085,7583.0,64.03,20.18,7.13,3.0,5.0,5.0
Neuquén,Patagonia,2021,Histórico,historico,709820,457845,18.01,12784.0,21295,8511.0,60.03,19.76,9.33,4.0,5.0,6.0
Neuquén,Patagonia,2022,Histórico,historico,715947,461797,22.27,15944.0,21478,5534.0,74.23,21.24,6.17,4.0,12.0,14.0
Neuquén,Patagonia,2023,Histórico,historico,718477,463429,23.75,17064.0,21554,4490.0,79.17,20.62,5.61,4.0,13.0,20.0
Neuquén,Patagonia,2024,Histórico,historico,720618,464810,22.74,16387.0,21619,5232.0,75.8,22.01,6.31,4.0,14.0,531.0
Neuquén,Patagonia,2025,Proyectado,optimista,726805,468801,23.078527301587286,16774.0,21804,5030.0,76.93,24.329800000000308,5.30199999999968,4.6,27.0,435.0
Neuquén,Patagonia,2026,Proyectado,optimista,731226,471653,23.073845039682524,16872.0,21937,5065.0,76.91,24.827000000000307,4.765999999999849,5.75,30.0,542.0
Neuquén,Patagonia,2027,Proyectado,optimista,735648,474505,23.093800952380942,16989.0,22069,5080.0,76.98,25.32420000000018,4.229999999999791,5.75,34.5,648.0
Neuquén,Patagonia,2028,Proyectado,optimista,740069,477357,23.08152595238094,17082.0,22202,5120.0,76.94,25.821400000000054,3.69399999999996,5.75,37.5,755.0
Neuquén,Patagonia,2029,Proyectado,optimista,744491,480209,23.07575595238094,17180.0,22335,5155.0,76.92,26.31860000000005,3.158000000000129,5.75,42.0,861.0
Neuquén,Patagonia,2030,Proyectado,optimista,748912,483061,23.074601785714275,17281.0,22467,5186.0,76.92,26.815799999999925,2.622000000000071,5.75,46.5,968.0
Neuquén,Patagonia,2025,Proyectado,pesimista,726805,468801,22.75873391233767,16541.0,21804,5263.0,75.86,22.11800000000028,6.3623999999996155,4.0,15.299999999999999,652.5
Neuquén,Patagonia,2026,Proyectado,pesimista,731226,471653,23.015775515873017,16830.0,21937,5107.0,76.72,22.570000000000277,5.719199999999819,5.0,17.0,813.0
Neuquén,Patagonia,2027,Proyectado,pesimista,735648,474505,23.13420690476189,17019.0,22069,5050.0,77.11,23.022000000000162,5.075999999999749,5.0,19.55,972.0
Neuquén,Patagonia,2028,Proyectado,pesimista,740069,477357,23.097083571428563,17093.0,22202,5109.0,76.99,23.474000000000046,4.4327999999999514,5.0,21.25,1132.5
Neuquén,Patagonia,2029,Proyectado,pesimista,744491,480209,23.046425952380947,17158.0,22335,5177.0,76.82,23.926000000000045,3.7896000000001546,5.0,23.8,1291.5
Neuquén,Patagonia,2030,Proyectado,pesimista,748912,483061,23.052585119047613,17264.0,22467,5203.0,76.84,24.37799999999993,3.146400000000085,5.0,26.349999999999998,1452.0
Río Negro,Patagonia,2025,Proyectado,base,767665,494025,23.134694107142845,17760.0,23030,5270.0,77.12,21.455000000000155,4.798999999999523,5.0,17.0,247.0
Río Negro,Patagonia,2026,Proyectado,base,773656,497881,23.091594999999987,17865.0,23210,5345.0,76.97,21.718000000000075,4.165999999999713,5.0,19.0,307.0
Río Negro,Patagonia,2027,Proyectado,base,779648,501737,23.094176666666662,18005.0,23389,5384.0,76.98,21.980999999999995,3.5329999999996744,5.0,22.0,367.0
Río Negro,Patagonia,2028,Proyectado,base,785639,505592,23.092526666666657,18142.0,23569,5427.0,76.98,22.243999999999915,2.8999999999998636,5.0,24.0,427.0
Río Negro,Patagonia,2029,Proyectado,base,791631,509448,23.100729999999995,18287.0,23749,5462.0,77.0,22.506999999999834,2.2669999999998254,5.0,27.0,487.0
Río Negro,Patagonia,2030,Proyectado,base,797623,513304,23.105754999999995,18430.0,23929,5499.0,77.02,22.769999999999868,1.6340000000000146,5.0,29.0,547.0
Río Negro,Patagonia,2015,Histórico,historico,700655,450901,23.66,16577.0,21020,4443.0,78.87,18.65,5.72,4.0,10.0,3.0
Río Negro,Patagonia,2016,Histórico,historico,712048,458233,23.15,16484.0,21361,4877.0,77.17,18.77,6.53,5.0,9.0,4.0
Río Negro,Patagonia,2017,Histórico,historico,718027,462081,22.64,16256.0,21541,5285.0,75.47,19.87,5.79,5.0,11.0,0.0
Río Negro,Patagonia,2018,Histórico,historico,723345,465503,23.59,17064.0,21700,4636.0,78.63,19.96,6.43,5.0,10.0,4.0
Río Negro,Patagonia,2019,Histórico,historico,732992,471712,22.47,16470.0,21990,5520.0,74.9,20.32,6.08,5.0,8.0,4.0
Río Negro,Patagonia,2020,Histórico,historico,734821,472889,19.67,14454.0,22045,7591.0,65.57,20.18,7.68,5.0,6.0,4.0
Río Negro,Patagonia,2021,Histórico,historico,748603,481758,18.42,13789.0,22458,8669.0,61.4,20.73,8.16,6.0,5.0,9.0
Río Negro,Patagonia,2022,Histórico,historico,748021,481384,23.49,17571.0,22441,4870.0,78.3,19.93,5.94,5.0,12.0,6.0
Río Negro,Patagonia,2023,Histórico,historico,755847,486420,22.82,17248.0,22675,5427.0,76.07,21.26,6.23,6.0,11.0,17.0
Río Negro,Patagonia,2024,Histórico,historico,761157,489837,22.52,17141.0,22835,5694.0,75.07,21.23,5.48,5.0,15.0,300.0
Río Negro,Patagonia,2025,Proyectado,optimista,767665,494025,23.1287343452381,17755.0,23030,5275.0,77.1,23.60050000000017,4.798999999999523,5.75,25.5,247.0
Río Negro,Patagonia,2026,Proyectado,optimista,773656,497881,23.055431547619037,17837.0,23210,5373.0,76.85,23.889800000000083,4.165999999999713,5.75,28.5,307.0
Río Negro,Patagonia,2027,Proyectado,optimista,779648,501737,23.061477380952365,17980.0,23389,5409.0,76.87,24.179099999999995,3.5329999999996744,5.75,33.0,367.0
Río Negro,Patagonia,2028,Proyectado,optimista,785639,505592,23.06180238095237,18118.0,23569,5451.0,76.87,24.468399999999907,2.8999999999998636,5.75,36.0,427.0
Río Negro,Patagonia,2029,Proyectado,optimista,791631,509448,23.065935714285708,18260.0,23749,5489.0,76.89,24.75769999999982,2.2669999999998254,5.75,40.5,487.0
Río Negro,Patagonia,2030,Proyectado,optimista,797623,513304,23.06908988095238,18400.0,23929,5529.0,76.9,25.04699999999986,1.6340000000000146,5.75,43.5,547.0
Río Negro,Patagonia,2025,Proyectado,pesimista,767665,494025,22.965401531385282,17630.0,23030,5400.0,76.55,21.455000000000155,5.758799999999428,5.0,14.45,370.5
Río Negro,Patagonia,2026,Proyectado,pesimista,773656,497881,23.09706083333332,17869.0,23210,5341.0,76.99,21.718000000000075,4.999199999999655,5.0,16.15,460.5
Río Negro,Patagonia,2027,Proyectado,pesimista,779648,501737,23.09155999999999,18003.0,23389,5386.0,76.97,21.980999999999995,4.2395999999996095,5.0,18.7,550.5
Río Negro,Patagonia,2028,Proyectado,pesimista,785639,505592,23.092526666666657,18142.0,23569,5427.0,76.98,22.243999999999915,3.479999999999836,5.0,20.4,640.5
Río Negro,Patagonia,2029,Proyectado,pesimista,791631,509448,23.100729999999995,18287.0,23749,5462.0,77.0,22.506999999999834,2.7203999999997905,5.0,22.95,730.5
Río Negro,Patagonia,2030,Proyectado,pesimista,797623,513304,23.105754999999995,18430.0,23929,5499.0,77.02,22.769999999999868,1.9608000000000174,5.0,24.65,820.5
Salta,NOA,2025,Proyectado,base,1437653,905924,16.8466078517316,24220.0,43130,18910.0,56.16,16.72999999999999,7.858999999999696,1.0,39.0,56982.0
Salta,NOA,2026,Proyectado,base,1450579,914070,17.9660956547619,26061.0,43517,17456.0,59.89,16.837999999999937,7.183999999999969,1.0,45.0,70504.0
Salta,NOA,2027,Proyectado,base,1463505,922215,18.052355238095235,26420.0,43905,17485.0,60.17,16.945999999999913,6.5090000000000146,1.0,52.0,84027.0
Salta,NOA,2028,Proyectado,base,1476432,930361,18.128983214285714,26766.0,44293,17527.0,60.43,17.05399999999986,5.83400000000006,1.0,58.0,97549.0
Salta,NOA,2029,Proyectado,base,1489358,938506,18.16217559523809,27050.0,44681,17631.0,60.54,17.161999999999836,5.1590000000001055,1.0,65.0,111071.0
Salta,NOA,2030,Proyectado,base,1502285,946652,18.265201428571427,27440.0,45069,17629.0,60.88,17.269999999999783,4.484000000000151,1.0,71.0,124593.0
Salta,NOA,2015,Histórico,historico,1308257,824387,15.88,20775.0,39248,18473.0,52.93,14.92,8.97,2.0,14.0,260.0
Salta,NOA,2016,Histórico,historico,1324948,834904,15.62,20696.0,39748,19052.0,52.07,14.89,7.38,2.0,17.0,111.0
Salta,NOA,2017,Histórico,historico,1338835,843655,15.84,21207.0,40165,18958.0,52.8,15.28,7.47,2.0,20.0,321.0
Salta,NOA,2018,Histórico,historico,1350564,851046,16.13,21785.0,40517,18732.0,53.77,15.62,8.96,2.0,19.0,116.0
Salta,NOA,2019,Histórico,historico,1364197,859637,16.37,22332.0,40926,18594.0,54.57,15.84,8.57,2.0,15.0,944.0
Salta,NOA,2020,Histórico,historico,1370471,863590,14.15,19392.0,41114,21722.0,47.17,16.52,10.8,2.0,8.0,3592.0
Salta,NOA,2021,Histórico,historico,1386890,873937,13.38,18557.0,41607,23050.0,44.6,15.9,11.85,1.0,8.0,3942.0
Salta,NOA,2022,Histórico,historico,1400864,882742,17.0,23815.0,42026,18211.0,56.67,16.28,8.77,1.0,24.0,595.0
Salta,NOA,2023,Histórico,historico,1415188,891768,17.08,24171.0,42456,18285.0,56.93,16.64,9.3,1.0,30.0,1550.0
Salta,NOA,2024,Histórico,historico,1420954,895402,16.35,23233.0,42629,19396.0,54.5,16.69,8.7,1.0,29.0,72399.0
Salta,NOA,2025,Proyectado,optimista,1437653,905924,16.957215173160176,24379.0,43130,18751.0,56.52,18.40299999999999,7.858999999999696,1.15,58.5,56982.0
Salta,NOA,2026,Proyectado,optimista,1450579,914070,18.12649446428571,26294.0,43517,17223.0,60.42,18.52179999999993,7.183999999999969,1.15,67.5,70504.0
Salta,NOA,2027,Proyectado,optimista,1463505,922215,18.247956547619047,26706.0,43905,17199.0,60.83,18.640599999999907,6.5090000000000146,1.15,78.0,84027.0
Salta,NOA,2028,Proyectado,optimista,1476432,930361,18.341821547619052,27080.0,44293,17213.0,61.14,18.759399999999847,5.83400000000006,1.15,87.0,97549.0
Salta,NOA,2029,Proyectado,optimista,1489358,938506,18.350278928571427,27330.0,44681,17351.0,61.17,18.878199999999822,5.1590000000001055,1.15,97.5,111071.0
Salta,NOA,2030,Proyectado,optimista,1502285,946652,18.447989761904765,27714.0,45069,17355.0,61.49,18.996999999999762,4.484000000000151,1.15,106.5,124593.0
Salta,NOA,2025,Proyectado,pesimista,1437653,905924,16.203531964285716,23295.0,43130,19835.0,54.01,16.72999999999999,9.430799999999635,1.0,33.15,85473.0
Salta,NOA,2026,Proyectado,pesimista,1450579,914070,16.81806761904762,24396.0,43517,19121.0,56.06,16.837999999999937,8.620799999999962,1.0,38.25,105756.0
Salta,NOA,2027,Proyectado,pesimista,1463505,922215,16.900061190476194,24733.0,43905,19172.0,56.33,16.945999999999913,7.810800000000017,1.0,44.199999999999996,126040.5
Salta,NOA,2028,Proyectado,pesimista,1476432,930361,18.02174613095238,26608.0,44293,17685.0,60.07,17.05399999999986,7.000800000000072,1.0,49.3,146323.5
Salta,NOA,2029,Proyectado,pesimista,1489358,938506,18.16217559523809,27050.0,44681,17631.0,60.54,17.161999999999836,6.190800000000126,1.0,55.25,166606.5
Salta,NOA,2030,Proyectado,pesimista,1502285,946652,18.265201428571423,27440.0,45069,17629.0,60.88,17.269999999999783,5.380800000000181,1.0,60.35,186889.5
San Juan,Cuyo,2025,Proyectado,base,823034,521855,19.464015833333335,16020.0,24691,8671.0,64.88,19.60200000000009,4.996999999999389,3.0,18.0,5220.0
San Juan,Cuyo,2026,Proyectado,base,829568,525998,20.01298547619048,16602.0,24887,8285.0,66.71,19.83400000000006,4.001999999999725,3.0,21.0,6501.0
San Juan,Cuyo,2027,Proyectado,base,836103,530141,20.137650833333332,16837.0,25083,8246.0,67.13,20.06600000000003,3.0069999999998345,3.0,24.0,7781.0
San Juan,Cuyo,2028,Proyectado,base,842637,534284,20.185514285714284,17009.0,25279,8270.0,67.29,20.297999999999945,2.0119999999999436,3.0,27.0,9062.0
San Juan,Cuyo,2029,Proyectado,base,849171,538427,20.330699166666662,17264.0,25475,8211.0,67.77,20.529999999999916,1.0170000000000528,3.0,29.0,10342.0
San Juan,Cuyo,2030,Proyectado,base,855706,542570,20.75552107142857,17761.0,25671,7910.0,69.19,20.761999999999887,1.0,3.0,32.0,11622.0
San Juan,Cuyo,2015,Histórico,historico,750984,476171,17.82,13383.0,22530,9147.0,59.4,16.65,7.19,3.0,10.0,25.0
San Juan,Cuyo,2016,Histórico,historico,763755,484268,17.77,13572.0,22913,9341.0,59.23,17.27,6.82,3.0,8.0,22.0
San Juan,Cuyo,2017,Histórico,historico,767909,486902,18.47,14183.0,23037,8854.0,61.57,17.13,7.11,3.0,8.0,17.0
San Juan,Cuyo,2018,Histórico,historico,774916,491345,18.2,14103.0,23247,9144.0,60.67,17.43,6.55,3.0,11.0,36.0
San Juan,Cuyo,2019,Histórico,historico,783348,496691,18.33,14359.0,23500,9141.0,61.1,17.81,6.38,3.0,12.0,18.0
San Juan,Cuyo,2020,Histórico,historico,790805,501420,14.93,11807.0,23724,11917.0,49.77,18.53,9.99,3.0,6.0,102.0
San Juan,Cuyo,2021,Histórico,historico,794558,503799,15.76,12522.0,23837,11315.0,52.53,18.92,9.12,3.0,6.0,89.0
San Juan,Cuyo,2022,Histórico,historico,805432,510694,18.57,14957.0,24163,9206.0,61.9,18.65,7.85,3.0,9.0,73.0
San Juan,Cuyo,2023,Histórico,historico,811211,514358,18.66,15137.0,24336,9199.0,62.2,18.56,6.75,3.0,10.0,167.0
San Juan,Cuyo,2024,Histórico,historico,815150,516856,19.47,15871.0,24454,8583.0,64.9,19.87,6.2,3.0,18.0,6465.0
San Juan,Cuyo,2025,Proyectado,optimista,823034,521855,19.447867738095237,16006.0,24691,8685.0,64.83,21.5622000000001,4.996999999999389,3.4499999999999997,27.0,5220.0
San Juan,Cuyo,2026,Proyectado,optimista,829568,525998,20.09960886904762,16674.0,24887,8213.0,67.0,21.817400000000067,4.001999999999725,3.4499999999999997,31.5,6501.0
San Juan,Cuyo,2027,Proyectado,optimista,836103,530141,20.20091089285714,16890.0,25083,8193.0,67.34,22.072600000000037,3.0069999999998345,3.4499999999999997,36.0,7781.0
San Juan,Cuyo,2028,Proyectado,optimista,842637,534284,20.24540220238095,17060.0,25279,8219.0,67.48,22.327799999999943,2.0119999999999436,3.4499999999999997,40.5,9062.0
San Juan,Cuyo,2029,Proyectado,optimista,849171,538427,20.399295416666664,17322.0,25475,8153.0,68.0,22.58299999999991,1.0170000000000528,3.4499999999999997,43.5,10342.0
San Juan,Cuyo,2030,Proyectado,optimista,855706,542570,20.79299523809524,17793.0,25671,7878.0,69.31,22.838199999999876,1.0,3.4499999999999997,48.0,11622.0
San Juan,Cuyo,2025,Proyectado,pesimista,823034,521855,19.430551666666666,15992.0,24691,8699.0,64.77,19.60200000000009,5.996399999999267,3.0,15.299999999999999,7830.0
San Juan,Cuyo,2026,Proyectado,pesimista,829568,525998,20.012985476190476,16602.0,24887,8285.0,66.71,19.83400000000006,4.80239999999967,3.0,17.849999999999998,9751.5
San Juan,Cuyo,2027,Proyectado,pesimista,836103,530141,20.137650833333335,16837.0,25083,8246.0,67.13,20.06600000000003,3.608399999999801,3.0,20.4,11671.5
San Juan,Cuyo,2028,Proyectado,pesimista,842637,534284,20.188147142857144,17011.0,25279,8268.0,67.29,20.297999999999945,2.414399999999932,3.0,22.95,13593.0
San Juan,Cuyo,2029,Proyectado,pesimista,849171,538427,20.33333202380952,17266.0,25475,8209.0,67.78,20.529999999999916,1.2204000000000632,3.0,24.65,15513.0
San Juan,Cuyo,2030,Proyectado,pesimista,855706,542570,20.75552107142857,17761.0,25671,7910.0,69.19,20.761999999999887,1.2,3.0,27.2,17433.0
San Luis,Cuyo,2025,Proyectado,base,543338,345099,19.12111386904763,10389.0,16300,5911.0,63.74,19.554000000000087,6.05399999999986,2.0,10.0,9344.0
San Luis,Cuyo,2026,Proyectado,base,547305,347619,19.71537125000001,10790.0,16419,5629.0,65.72,19.909999999999968,5.4659999999998945,2.0,11.0,11674.0
San Luis,Cuyo,2027,Proyectado,base,551273,350139,19.74464541666667,10885.0,16538,5653.0,65.82,20.265999999999963,4.877999999999929,2.0,13.0,14004.0
San Luis,Cuyo,2028,Proyectado,base,555240,352659,19.743149583333345,10962.0,16657,5695.0,65.81,20.621999999999844,4.289999999999964,2.0,14.0,16334.0
San Luis,Cuyo,2029,Proyectado,base,559208,355179,19.532196726190485,10923.0,16776,5853.0,65.11,20.977999999999838,3.701999999999998,2.0,15.0,18663.0
San Luis,Cuyo,2030,Proyectado,base,563175,357699,19.532196726190485,11000.0,16895,5895.0,65.11,21.33399999999972,3.1140000000000327,2.0,17.0,20993.0
San Luis,Cuyo,2015,Histórico,historico,499453,317226,17.94,8960.0,14984,6024.0,59.8,16.94,7.13,2.0,6.0,7.0
San Luis,Cuyo,2016,Histórico,historico,504382,320357,17.86,9008.0,15131,6123.0,59.53,16.63,7.1,2.0,5.0,1.0
San Luis,Cuyo,2017,Histórico,historico,507923,322606,17.68,8980.0,15238,6258.0,58.93,17.04,6.31,2.0,6.0,11.0
San Luis,Cuyo,2018,Histórico,historico,514393,326715,19.53,10046.0,15432,5386.0,65.1,17.92,6.36,2.0,5.0,27.0
San Luis,Cuyo,2019,Histórico,historico,518642,329414,20.02,10383.0,15559,5176.0,66.73,17.81,8.04,2.0,7.0,8.0
San Luis,Cuyo,2020,Histórico,historico,522561,331903,15.29,7990.0,15677,7687.0,50.97,17.93,9.08,2.0,3.0,27.0
San Luis,Cuyo,2021,Histórico,historico,528024,335373,14.9,7868.0,15841,7973.0,49.67,17.99,8.6,2.0,4.0,12.0
San Luis,Cuyo,2022,Histórico,historico,532494,338212,17.32,9223.0,15975,6752.0,57.73,18.4,7.53,2.0,8.0,1.0
San Luis,Cuyo,2023,Histórico,historico,535373,340040,18.7,10011.0,16061,6050.0,62.33,18.81,6.88,2.0,9.0,97.0
San Luis,Cuyo,2024,Histórico,historico,538724,342169,18.63,10036.0,16162,6126.0,62.1,19.3,7.0,2.0,7.0,11634.0
San Luis,Cuyo,2025,Proyectado,optimista,543338,345099,19.07566529761906,10365.0,16300,5935.0,63.59,21.5094000000001,6.05399999999986,2.3,15.0,9344.0
San Luis,Cuyo,2026,Proyectado,optimista,547305,347619,19.729876011904775,10798.0,16419,5621.0,65.77,21.900999999999968,5.4659999999998945,2.3,16.5,11674.0
San Luis,Cuyo,2027,Proyectado,optimista,551273,350139,19.82487851190477,10929.0,16538,5609.0,66.08,22.29259999999996,4.877999999999929,2.3,19.5,14004.0
